,Filename,Filepath,Gender,Emotion,Emotional Intensity
25,03-01-04-02-01-02-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-04-02-01-02-01.wav,male,sad,high
26,03-01-04-02-02-01-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-04-02-02-01-01.wav,male,sad,high
27,03-01-04-02-02-02-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-04-02-02-02-01.wav,male,sad,high
28,03-01-05-01-01-01-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-05-01-01-01-01.wav,male,angry,medium
29,03-01-05-01-01-02-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-05-01-01-02-01.wav,male,angry,medium
30,03-01-05-01-02-01-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-05-01-02-01-01.wav,male,angry,medium
31,03-01-05-01-02-02-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-05-01-02-02-01.wav,male,angry,medium
32,03-01-05-02-01-01-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-05-02-01-01-01.wav,male,angry,high
33,03-01-05-02-01-02-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-05-02-01-02-01.wav,male,angry,high
34,03-01-05-02-02-01-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-05-02-02-01-01.wav,male,angry,high
35,03-01-05-02-02-02-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-05-02-02-02-01.wav,male,angry,high
36,03-01-06-01-01-01-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-06-01-01-01-01.wav,male,fear,medium
37,03-01-06-01-01-02-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-06-01-01-02-01.wav,male,fear,medium
38,03-01-06-01-02-01-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-06-01-02-01-01.wav,male,fear,medium
39,03-01-06-01-02-02-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-06-01-02-02-01.wav,male,fear,medium
40,03-01-06-02-01-01-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-06-02-01-01-01.wav,male,fear,high
41,03-01-06-02-01-02-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-06-02-01-02-01.wav,male,fear,high
42,03-01-06-02-02-01-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-06-02-02-01-01.wav,male,fear,high
43,03-01-06-02-02-02-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-06-02-02-02-01.wav,male,fear,high
44,03-01-07-01-01-01-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-07-01-01-01-01.wav,male,disgust,medium
45,03-01-07-01-01-02-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-07-01-01-02-01.wav,male,disgust,medium
46,03-01-07-01-02-01-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-07-01-02-01-01.wav,male,disgust,medium
47,03-01-07-01-02-02-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-07-01-02-02-01.wav,male,disgust,medium
48,03-01-07-02-01-01-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-07-02-01-01-01.wav,male,disgust,high
49,03-01-07-02-01-02-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-07-02-01-02-01.wav,male,disgust,high
50,03-01-07-02-02-01-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-07-02-02-01-01.wav,male,disgust,high
51,03-01-07-02-02-02-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-07-02-02-02-01.wav,male,disgust,high
52,03-01-08-01-01-01-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-08-01-01-01-01.wav,male,surprised,medium
53,03-01-08-01-01-02-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-08-01-01-02-01.wav,male,surprised,medium
54,03-01-08-01-02-01-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-08-01-02-01-01.wav,male,surprised,medium
55,03-01-08-01-02-02-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-08-01-02-02-01.wav,male,surprised,medium
56,03-01-08-02-01-01-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-08-02-01-01-01.wav,male,surprised,high
57,03-01-08-02-01-02-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-08-02-01-02-01.wav,male,surprised,high
58,03-01-08-02-02-01-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-08-02-02-01-01.wav,male,surprised,high
59,03-01-08-02-02-02-01.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_01\03-01-08-02-02-02-01.wav,male,surprised,high
60,03-01-01-01-01-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-01-01-01-01-02.wav,female,neutral,medium
61,03-01-01-01-01-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-01-01-01-02-02.wav,female,neutral,medium
62,03-01-01-01-02-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-01-01-02-01-02.wav,female,neutral,medium
63,03-01-01-01-02-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-01-01-02-02-02.wav,female,neutral,medium
64,03-01-02-01-01-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-02-01-01-01-02.wav,female,neutral,medium
65,03-01-02-01-01-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-02-01-01-02-02.wav,female,neutral,medium
66,03-01-02-01-02-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-02-01-02-01-02.wav,female,neutral,medium
67,03-01-02-01-02-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-02-01-02-02-02.wav,female,neutral,medium
68,03-01-02-02-01-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-02-02-01-01-02.wav,female,neutral,high
69,03-01-02-02-01-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-02-02-01-02-02.wav,female,neutral,high
70,03-01-02-02-02-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-02-02-02-01-02.wav,female,neutral,high
71,03-01-02-02-02-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-02-02-02-02-02.wav,female,neutral,high
72,03-01-03-01-01-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-03-01-01-01-02.wav,female,happy,medium
73,03-01-03-01-01-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-03-01-01-02-02.wav,female,happy,medium
74,03-01-03-01-02-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-03-01-02-01-02.wav,female,happy,medium
75,03-01-03-01-02-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-03-01-02-02-02.wav,female,happy,medium
76,03-01-03-02-01-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-03-02-01-01-02.wav,female,happy,high
77,03-01-03-02-01-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-03-02-01-02-02.wav,female,happy,high
78,03-01-03-02-02-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-03-02-02-01-02.wav,female,happy,high
79,03-01-03-02-02-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-03-02-02-02-02.wav,female,happy,high
80,03-01-04-01-01-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-04-01-01-01-02.wav,female,sad,medium
81,03-01-04-01-01-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-04-01-01-02-02.wav,female,sad,medium
82,03-01-04-01-02-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-04-01-02-01-02.wav,female,sad,medium
83,03-01-04-01-02-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-04-01-02-02-02.wav,female,sad,medium
84,03-01-04-02-01-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-04-02-01-01-02.wav,female,sad,high
85,03-01-04-02-01-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-04-02-01-02-02.wav,female,sad,high
86,03-01-04-02-02-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-04-02-02-01-02.wav,female,sad,high
87,03-01-04-02-02-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-04-02-02-02-02.wav,female,sad,high
88,03-01-05-01-01-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-05-01-01-01-02.wav,female,angry,medium
89,03-01-05-01-01-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-05-01-01-02-02.wav,female,angry,medium
90,03-01-05-01-02-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-05-01-02-01-02.wav,female,angry,medium
91,03-01-05-01-02-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-05-01-02-02-02.wav,female,angry,medium
92,03-01-05-02-01-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-05-02-01-01-02.wav,female,angry,high
93,03-01-05-02-01-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-05-02-01-02-02.wav,female,angry,high
94,03-01-05-02-02-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-05-02-02-01-02.wav,female,angry,high
95,03-01-05-02-02-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-05-02-02-02-02.wav,female,angry,high
96,03-01-06-01-01-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-06-01-01-01-02.wav,female,fear,medium
97,03-01-06-01-01-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-06-01-01-02-02.wav,female,fear,medium
98,03-01-06-01-02-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-06-01-02-01-02.wav,female,fear,medium
99,03-01-06-01-02-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-06-01-02-02-02.wav,female,fear,medium
100,03-01-06-02-01-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-06-02-01-01-02.wav,female,fear,high
101,03-01-06-02-01-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-06-02-01-02-02.wav,female,fear,high
102,03-01-06-02-02-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-06-02-02-01-02.wav,female,fear,high
103,03-01-06-02-02-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-06-02-02-02-02.wav,female,fear,high
104,03-01-07-01-01-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-07-01-01-01-02.wav,female,disgust,medium
105,03-01-07-01-01-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-07-01-01-02-02.wav,female,disgust,medium
106,03-01-07-01-02-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-07-01-02-01-02.wav,female,disgust,medium
107,03-01-07-01-02-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-07-01-02-02-02.wav,female,disgust,medium
108,03-01-07-02-01-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-07-02-01-01-02.wav,female,disgust,high
109,03-01-07-02-01-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-07-02-01-02-02.wav,female,disgust,high
110,03-01-07-02-02-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-07-02-02-01-02.wav,female,disgust,high
111,03-01-07-02-02-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-07-02-02-02-02.wav,female,disgust,high
112,03-01-08-01-01-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-08-01-01-01-02.wav,female,surprised,medium
113,03-01-08-01-01-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-08-01-01-02-02.wav,female,surprised,medium
114,03-01-08-01-02-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-08-01-02-01-02.wav,female,surprised,medium
115,03-01-08-01-02-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-08-01-02-02-02.wav,female,surprised,medium
116,03-01-08-02-01-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-08-02-01-01-02.wav,female,surprised,high
117,03-01-08-02-01-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-08-02-01-02-02.wav,female,surprised,high
118,03-01-08-02-02-01-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-08-02-02-01-02.wav,female,surprised,high
119,03-01-08-02-02-02-02.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_02\03-01-08-02-02-02-02.wav,female,surprised,high
120,03-01-01-01-01-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-01-01-01-01-03.wav,male,neutral,medium
121,03-01-01-01-01-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-01-01-01-02-03.wav,male,neutral,medium
122,03-01-01-01-02-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-01-01-02-01-03.wav,male,neutral,medium
123,03-01-01-01-02-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-01-01-02-02-03.wav,male,neutral,medium
124,03-01-02-01-01-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-02-01-01-01-03.wav,male,neutral,medium
125,03-01-02-01-01-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-02-01-01-02-03.wav,male,neutral,medium
126,03-01-02-01-02-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-02-01-02-01-03.wav,male,neutral,medium
127,03-01-02-01-02-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-02-01-02-02-03.wav,male,neutral,medium
128,03-01-02-02-01-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-02-02-01-01-03.wav,male,neutral,high
129,03-01-02-02-01-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-02-02-01-02-03.wav,male,neutral,high
130,03-01-02-02-02-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-02-02-02-01-03.wav,male,neutral,high
131,03-01-02-02-02-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-02-02-02-02-03.wav,male,neutral,high
132,03-01-03-01-01-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-03-01-01-01-03.wav,male,happy,medium
133,03-01-03-01-01-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-03-01-01-02-03.wav,male,happy,medium
134,03-01-03-01-02-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-03-01-02-01-03.wav,male,happy,medium
135,03-01-03-01-02-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-03-01-02-02-03.wav,male,happy,medium
136,03-01-03-02-01-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-03-02-01-01-03.wav,male,happy,high
137,03-01-03-02-01-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-03-02-01-02-03.wav,male,happy,high
138,03-01-03-02-02-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-03-02-02-01-03.wav,male,happy,high
139,03-01-03-02-02-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-03-02-02-02-03.wav,male,happy,high
140,03-01-04-01-01-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-04-01-01-01-03.wav,male,sad,medium
141,03-01-04-01-01-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-04-01-01-02-03.wav,male,sad,medium
142,03-01-04-01-02-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-04-01-02-01-03.wav,male,sad,medium
143,03-01-04-01-02-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-04-01-02-02-03.wav,male,sad,medium
144,03-01-04-02-01-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-04-02-01-01-03.wav,male,sad,high
145,03-01-04-02-01-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-04-02-01-02-03.wav,male,sad,high
146,03-01-04-02-02-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-04-02-02-01-03.wav,male,sad,high
147,03-01-04-02-02-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-04-02-02-02-03.wav,male,sad,high
148,03-01-05-01-01-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-05-01-01-01-03.wav,male,angry,medium
149,03-01-05-01-01-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-05-01-01-02-03.wav,male,angry,medium
150,03-01-05-01-02-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-05-01-02-01-03.wav,male,angry,medium
151,03-01-05-01-02-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-05-01-02-02-03.wav,male,angry,medium
152,03-01-05-02-01-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-05-02-01-01-03.wav,male,angry,high
153,03-01-05-02-01-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-05-02-01-02-03.wav,male,angry,high
154,03-01-05-02-02-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-05-02-02-01-03.wav,male,angry,high
155,03-01-05-02-02-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-05-02-02-02-03.wav,male,angry,high
156,03-01-06-01-01-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-06-01-01-01-03.wav,male,fear,medium
157,03-01-06-01-01-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-06-01-01-02-03.wav,male,fear,medium
158,03-01-06-01-02-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-06-01-02-01-03.wav,male,fear,medium
159,03-01-06-01-02-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-06-01-02-02-03.wav,male,fear,medium
160,03-01-06-02-01-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-06-02-01-01-03.wav,male,fear,high
161,03-01-06-02-01-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-06-02-01-02-03.wav,male,fear,high
162,03-01-06-02-02-01-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-06-02-02-01-03.wav,male,fear,high
163,03-01-06-02-02-02-03.wav,Data/speech-emotion-recognition-en/Ravdess/audio_speech_actors_01-24/Actor_03\03-01-06-02-02-02-03.wav,male,fear,high
